,Date,Open,High,Low,Close,Adj Close,Volume,ticker
0,2022-12-01,97.870003,98.839996,96.58000200000001,98.589996,98.589996,13855700,DIS
1,2022-12-02,97.459999,99.690002,97.010002,99.43,99.43,12608100,DIS
2,2022-12-05,98.239998,99.160004,95.66999799999999,95.93,95.93,10764500,DIS
3,2022-12-06,95.730003,96.0,91.980003,92.290001,92.290001,11492400,DIS
4,2022-12-07,92.660004,92.790001,91.260002,92.150002,92.150002,10353400,DIS
5,2022-12-08,92.5,93.43,91.66999799999999,92.550003,92.550003,9351200,DIS
6,2022-12-09,92.370003,94.910004,91.900002,93.379997,93.379997,10111900,DIS
7,2022-12-12,93.730003,94.660004,92.610001,94.660004,94.660004,14140700,DIS
8,2022-12-13,96.489998,97.389999,93.57,94.699997,94.699997,22882100,DIS
9,2022-12-14,94.540001,95.470001,92.620003,94.150002,94.150002,11505400,DIS
10,2022-12-15,92.470001,93.120003,90.120003,90.489998,90.489998,15957700,DIS
11,2022-12-16,90.190002,91.08000200000001,88.809998,90.08000200000001,90.08000200000001,26383900,DIS
12,2022-12-19,89.440002,89.459999,85.410004,85.779999,85.779999,19225300,DIS
13,2022-12-20,86.08000200000001,87.839996,85.760002,87.019997,87.019997,14918400,DIS
14,2022-12-21,87.190002,88.099998,86.480003,86.91999799999999,86.91999799999999,11004800,DIS
15,2022-12-22,86.029999,86.730003,84.690002,86.66999799999999,86.66999799999999,15487400,DIS
16,2022-12-23,86.059998,88.07,85.769997,88.010002,88.010002,11171600,DIS
17,2022-12-27,87.41999799999999,87.940002,85.959999,86.370003,86.370003,11561400,DIS
18,2022-12-28,86.08000200000001,86.690002,84.07,84.16999799999999,84.16999799999999,12399500,DIS
19,2022-12-29,85.25,88.239998,84.970001,87.18,87.18,13045100,DIS
20,2022-12-30,85.730003,87.120003,85.230003,86.879997,86.879997,23218800,DIS
21,2023-01-03,88.980003,89.970001,87.83000200000001,88.970001,88.970001,14997100,DIS
22,2023-01-04,90.0,92.75,89.360001,91.980003,91.980003,14957200,DIS
23,2023-01-05,91.660004,92.480003,90.510002,91.91999799999999,91.91999799999999,11622600,DIS
24,2023-01-06,92.660004,94.690002,91.32,93.91999799999999,93.91999799999999,9823200,DIS
25,2023-01-09,94.43,95.699997,93.449997,94.769997,94.769997,11675800,DIS
26,2023-01-10,94.279999,95.639999,93.82,95.559998,95.559998,6914600,DIS
27,2023-01-11,95.91999799999999,96.550003,95.050003,96.33000200000001,96.33000200000001,8757300,DIS
28,2023-01-12,98.5,100.629997,97.57,99.809998,99.809998,19764300,DIS
29,2023-01-13,99.379997,99.599998,98.010002,99.400002,99.400002,12220500,DIS
